Word	Activation	Evaluation	Imagery
energy	8.534390	0.132305	0.538300
enforced	5.232408	-0.372557	0.175072
enforcement	4.826465	-0.000229	0.010639
engage	6.548573	0.289998	-0.044999
engaged	0.797123	0.754725	-0.710102
engagement	1.514929	1.478728	2.820747
engine	1.959874	0.012373	2.820747
engineer	0.004722	0.132305	2.820747
engineering	-0.114763	-0.000229	-0.278153
engineers	-0.211108	-0.008248	2.820747
engines	0.379670	0.349300	2.820747
english	-0.778214	0.754725	0.538300
englishman	-1.046833	0.868498	2.820747
enjoy	0.900809	0.868498	-0.044999
enjoyed	0.900809	0.868498	-0.278153
enjoying	2.168184	0.551470	0.175072
enjoyment	0.716846	2.250380	-0.044999
enjoys	1.786400	1.026312	-0.044999
enlisted	-0.031595	0.006343	-0.044999
enlivening	1.359348	3.530636	-2.170380
enormous	0.148749	1.026312	1.861138
enough	-0.778214	0.132305	-0.044999
enquiries	0.148749	0.132305	-0.278153
enrage	7.117152	-0.019958	0.175072
ensemble	-0.211108	0.603619	0.010639
enter	-0.031595	0.132305	2.820747
entered	-0.005671	0.132305	0.538300
entering	-0.211108	0.132305	0.538300
enterprise	-0.031595	0.868498	0.175072
enterprises	-1.702669	0.132305	0.010639
enters	0.716846	0.669604	0.175072
entertain	2.734141	0.474057	1.100322
entertained	0.148749	1.026312	1.100322
entertaining	2.168184	0.551470	1.100322
entertainment	3.477280	2.571334	0.538300
enthusiasm	4.972390	2.250380	1.100322
enthusiastic	4.310702	1.478728	1.100322
entire	-0.778214	-0.372557	-0.710102
entirely	-1.130421	-0.999857	-0.710102
entities	0.024083	-0.297432	-2.170380
entitled	-1.437902	-0.081564	-2.170380
entity	-1.046833	-0.596989	-1.340844
entrance	-0.287614	-0.101185	1.100322
entreat	-0.549348	0.419690	-1.340844
entries	-0.549348	-0.041802	-0.278153
entry	-0.061624	-0.372557	0.175072
envelope	-4.622537	0.132305	2.820747
envious	0.797123	-0.417683	-0.044999
environment	0.024083	-0.008248	1.861138
enzymes	0.445416	0.419690	0.538300
epic	0.148749	0.132305	-0.278153
epidemic	1.709964	-0.297432	0.010639
episode	-0.005671	0.669604	0.538300
equal	-0.778214	1.257212	0.538300
equality	-2.298518	0.474057	-0.278153
equally	-1.508064	1.093219	-0.710102
equation	-2.032228	-0.000229	1.861138
equations	-0.450163	-0.002446	1.861138
equestrian	2.287776	1.478728	1.861138
equilibrium	-0.031595	2.250380	1.100322
equipment	-0.319455	1.026312	2.820747
equipped	0.148749	0.868498	0.010639
equitable	-0.061624	0.325280	-0.710102
equivalent	-0.615504	0.132305	-0.710102
era	-3.195724	0.551470	-1.340844
erase	1.514929	-0.297432	2.820747
erect	5.232408	0.474057	1.861138
erected	3.365654	0.789068	1.100322
errands	0.559548	0.132305	0.010639
error	-1.046833	-0.041802	1.861138
errors	-0.778214	0.001518	0.538300
escape	8.534390	0.132305	1.861138
escaped	8.534390	0.349300	2.820747
especially	-0.395133	1.093219	-2.170380
essay	-0.093515	-0.101185	2.820747
essence	-1.930160	1.257212	-0.278153
essential	-0.287614	0.669604	-0.710102
essentially	-0.587968	0.132305	-1.340844
establish	0.797123	0.754725	-1.340844
established	0.148749	0.419690	-1.340844
establishing	0.797123	1.257212	-1.340844
establishment	0.010809	1.478728	0.175072
estate	-1.046833	0.006343	2.820747
estimate	0.004722	0.001518	-0.044999
estimated	1.160278	0.018621	-1.340844
estimates	0.017453	0.012373	-0.278153
etc	-0.587968	0.132305	-1.340844
eternal	-1.130421	0.551470	0.010639
ethical	-0.114763	0.132305	-0.710102
ethics	-0.319455	-0.081564	-1.340844
ethnic	-1.702669	-0.999857	1.100322
european	-0.587968	-0.101185	1.861138
evaluate	2.168184	0.132305	0.175072
evaluated	0.493704	0.001518	0.175072
evaluation	1.314201	0.012373	0.538300
even	-3.360064	0.132305	-0.044999
evening	-4.622537	0.132305	2.820747
evenings	-2.852790	2.250380	1.100322
event	0.148749	1.478728	2.820747
eventful	0.559548	0.551470	-0.044999
events	1.232379	0.551470	1.861138
eventual	-1.437902	-0.081564	-2.170380
eventually	-1.130421	-0.155062	-2.170380
ever	-0.270207	0.289998	-2.170380
every	-0.778214	0.012373	-2.170380
everybody	0.010809	1.478728	0.010639
everyday	-0.140645	-0.019958	0.010639
everyone	-0.319455	1.026312	0.538300
everything	-1.130421	-0.000229	0.175072
everywhere	-0.778214	0.868498	0.175072
evidence	-0.093515	0.349300	0.175072
evidenced	-0.140645	0.379756	-1.340844
evident	-0.211108	-0.041802	-1.340844
evidently	-0.549348	-0.041802	-1.340844
evil	2.287776	0.006343	1.861138
evoking	2.168184	0.132305	-0.044999
evolution	0.148749	1.093219	1.100322
exact	-2.298518	0.001518	-0.710102
exactly	-1.046833	0.868498	-2.170380
exaggerated	3.066519	-0.000229	-1.340844
exam	1.786400	-0.081564	2.820747
examination	8.534390	0.132305	1.861138
examine	4.668458	-0.019958	0.538300
examined	1.959874	-0.155062	-0.044999
examiner	1.039588	-0.002446	1.861138
example	-0.549348	0.419690	0.538300
examples	-0.587968	0.349300	1.100322
exams	1.314201	-0.155062	1.861138
exceed	0.445416	0.868498	-0.710102
exceeds	0.148749	0.132305	-2.170380
excellence	1.709964	2.250380	-1.340844
excellent	0.493704	0.474057	-0.278153
except	-0.319455	-0.081564	-0.710102
exception	-1.130421	-0.596989	-0.710102
exceptional	0.148749	1.887217	-0.710102
exceptions	-0.587968	-0.101185	-1.340844
excess	-0.031595	0.006343	-0.710102
excessive	1.039588	-0.081564	-0.710102
exchange	3.365654	-0.000229	2.820747
excited	7.240802	2.250380	2.820747
excitement	6.782935	1.026312	1.861138
exciting	5.559872	2.250380	1.100322
exclaimed	3.997567	0.669604	-0.710102
excluding	-0.778214	-0.417683	-0.044999
exclusive	-0.211108	0.006343	-0.710102
exclusively	-0.778214	0.132305	-1.340844
excuse	-0.491564	0.551470	-0.278153
executed	1.709964	-0.155062	2.820747
execution	3.997567	-0.297432	2.820747
executive	0.010809	0.868498	0.175072
exercise	8.534390	3.183455	2.820747
exercised	4.972390	0.669604	1.100322
exercises	7.240802	2.983926	1.861138
exercycle	2.734141	0.012373	-0.044999
exert	2.287776	1.026312	-0.278153
exerted	3.128999	0.669604	-0.710102
exhausted	1.232379	0.132305	1.861138
exhausting	0.356293	-0.447881	0.010639
exhaustion	0.010809	0.006343	-0.044999
exhibit	0.148749	0.132305	0.010639
exhibited	0.004722	0.132305	-0.710102
exhibition	0.010809	0.868498	0.538300
exhibits	1.039588	0.132305	0.175072
exiles	0.337182	-0.340272	-1.340844
exist	-0.778214	1.026312	0.538300
existed	-4.622537	0.669604	-0.710102
existence	-0.319455	1.789844	-0.710102
existing	-0.114763	2.520565	-0.710102
exists	-2.032228	2.250380	-0.710102
expand	4.310702	0.419690	0.538300
expanded	0.493704	0.132305	0.175072
expanding	4.826465	-0.155062	0.175072
expansion	3.128999	1.093219	1.100322
expect	-0.287614	1.620145	-0.278153
expectation	0.148749	0.349300	-0.710102
expectations	0.797123	0.012373	-0.710102
expected	-0.587968	-0.008248	-0.710102
expecting	0.379670	0.669604	0.010639
expects	-0.140645	0.379756	-1.340844
expedition	0.900809	0.132305	0.538300
expended	-0.395133	-0.596989	-0.278153
expenditure	0.010809	0.006343	-0.044999
expenditures	0.445416	-1.116716	-0.044999
expense	0.004722	-1.586861	0.010639
expenses	0.148749	-2.115523	-0.278153
expensive	0.148749	-1.326004	1.100322
experience	1.709964	1.620145	-0.278153
experienced	0.559548	0.132305	0.010639
experiences	1.232379	0.551470	-0.044999
experiment	1.786400	0.001518	1.100322
experimental	0.653476	-0.999857	-0.044999
experimentation	3.128999	0.018621	0.175072
experiments	3.365654	-0.000229	0.175072
expert	0.148749	0.474057	0.538300
experts	0.408639	0.132305	0.538300
explain	1.514929	0.006343	-0.710102
explained	0.900809	0.006343	-0.710102
explaining	2.365905	0.018621	-0.278153
explains	1.514929	0.132305	-1.340844
explanation	0.559548	-0.000229	-1.340844
explanations	0.559548	-0.596989	-2.170380
explicit	2.168184	-0.596989	0.538300
exploration	4.826465	2.250380	0.538300
explore	5.654741	1.995509	0.175072
explored	3.637002	2.645480	0.010639
exploring	5.559872	2.250380	0.538300
explosion	8.534390	-1.971295	2.820747
export	-0.061624	0.001518	0.010639
exports	0.000544	-0.155062	-0.044999
exposed	-0.001370	0.132305	1.100322
exposure	1.160278	-0.596989	0.010639
express	2.734141	0.754725	-0.710102
expressed	1.514929	0.006343	-2.170380
expressing	3.220259	0.006343	-1.340844
expression	1.514929	0.006343	-0.044999
expressions	0.559548	-0.000229	0.010639
expressway	0.716846	-0.596989	2.820747
extend	-0.061624	0.001518	0.010639
extended	0.148749	0.006343	-0.710102
extending	0.148749	0.305876	-0.044999
extends	-0.061624	-0.081564	-1.340844
extension	0.004722	-0.372557	0.010639
extensive	0.716846	-0.008248	-2.170380
extensively	0.408639	-0.019958	-2.170380
extent	-0.061624	-0.065561	-1.340844
exterminate	2.287776	-2.640437	0.175072
external	0.148749	0.132305	0.175072
extra	0.148749	0.754725	-0.044999
extraordinary	1.514929	4.277952	-0.278153
extreme	4.310702	2.983926	0.010639
extremely	3.128999	1.620145	-0.710102
exult	-0.319455	-0.081564	-0.710102
eye	-2.298518	1.789844	2.820747
eyes	-1.130421	1.257212	2.820747
eyeteeth	-0.140645	-0.019958	0.175072
fabric	-1.289890	0.132305	1.861138
fabrics	-2.517232	0.132305	1.100322
face	-0.061624	1.026312	2.820747
faced	-0.114763	-0.155062	-2.170380
faces	-0.093515	0.132305	1.861138
facilitate	-0.061624	0.132305	-0.710102
facilities	-0.211108	0.132305	0.010639
facility	0.024083	0.349300	0.010639
facing	0.148749	0.379756	0.010639
fact	0.148749	0.132305	-1.340844
factor	-0.061624	-0.372557	-2.170380
factories	-0.114763	-0.596989	1.861138
factors	-0.140645	-0.155062	-1.340844
factory	-0.005671	-0.101185	1.861138
facts	-0.031595	0.132305	-2.170380
faculty	-0.031595	-0.041802	0.010639
faded	-0.287614	-2.828322	0.538300
fail	-0.005671	-3.644431	-0.044999
failed	-0.778214	-3.644431	-0.278153
failing	0.004722	-3.644431	-0.278153
fails	-0.014752	-3.644431	-2.170380
failure	-0.114763	-3.644431	0.175072
faint	-0.450163	-2.237562	0.175072
fair	-0.549348	3.183455	-0.044999
fairly	-0.031595	0.419690	-0.710102
faith	-0.778214	1.789844	0.010639
faithful	0.445416	3.183455	-0.044999
fake	-2.127299	-2.115523	-0.278153
fall	0.601662	-0.340272	1.100322
fallen	-0.778214	-1.586861	0.175072
falling	0.653476	-2.115523	1.100322
fallout	-0.319455	-2.509878	1.100322
falls	1.232379	-1.463388	1.100322
false	-4.622537	-1.326004	-0.710102
fame	5.559872	3.183455	-0.278153
familiar	0.004722	1.026312	0.010639
familiarity	-0.491564	0.132305	-0.710102
families	0.024083	2.983926	1.861138
family	0.017453	1.887217	1.100322
famous	3.128999	2.250380	-0.044999
fan	-0.014752	0.754725	1.861138
fanatic	4.972390	-1.506035	0.175072
fancy	0.716846	2.983926	0.538300
fans	1.314201	1.257212	1.100322
fantastic	0.900809	2.250380	-0.044999
fantasy	1.314201	3.530636	1.100322
far	-0.211108	-0.596989	0.175072
farewell	0.010809	-2.640437	-0.044999
farm	0.148749	0.001518	2.820747
farmer	-0.093515	0.132305	2.820747
farmers	0.148749	0.132305	1.861138
farming	1.709964	0.349300	0.538300
farms	0.000544	0.132305	1.861138
farsighted	-2.032228	-2.341412	-1.340844
farther	-0.778214	-0.874088	-0.710102
fascinating	2.734141	4.760949	-0.278153
fashion	0.379670	3.820782	0.010639
fashionable	-0.491564	1.257212	0.010639
fast	1.786400	1.026312	0.010639
fastened	-0.140645	0.379756	0.010639
faster	3.220259	1.478728	-0.278153
fat	-1.702669	-2.640437	2.820747
fatal	1.160278	-3.644431	0.175072
fate	-1.046833	-0.041802	-0.278153
father	-0.114763	1.257212	2.820747
father's	-0.491564	1.257212	0.010639
fathers	0.000544	2.250380	0.010639
fatigue	-2.032228	-2.341412	0.175072
fats	-1.130421	-1.463388	-1.340844
faucet	-0.395133	-0.019958	1.861138
favor	-0.211108	1.478728	-0.278153
favorable	0.148749	2.645480	-0.278153
favorably	0.148749	1.789844	-0.278153
favored	-0.491564	1.257212	-0.044999
favorite	-0.001370	0.669604	-0.044999
favorites	2.365905	2.983926	-0.044999
favors	-0.014752	2.645480	-0.278153
favoured	-0.211108	0.419690	-0.278153
favourite	0.010809	2.250380	-0.044999
favours	-0.031595	0.419690	-0.278153
fbi	0.000544	-0.596989	0.010639
fear	1.709964	-3.644431	0.538300
feared	-0.061624	-2.509878	-0.044999
fearful	0.148749	-2.640437	0.538300
fears	0.337182	-2.341412	0.538300
feasible	-0.319455	0.001518	-1.340844
feathers	-1.437902	0.001518	2.820747
feature	-0.005671	0.018621	-0.044999
features	0.017453	0.379756	0.010639
february	-0.211108	-0.065561	1.100322
federal	-2.517232	-0.596989	0.010639
federation	-0.587968	0.018621	-0.044999
fee	-0.014752	-1.326004	-0.710102
feed	0.010809	0.868498	0.538300
feeding	-0.001370	1.620145	1.100322
feeds	1.160278	1.620145	-0.044999
feel	0.493704	2.763584	0.010639
feeling	0.148749	3.948896	-0.278153
feelings	0.559548	1.257212	-0.278153
feels	-0.395133	0.132305	-0.278153
fees	-0.395133	-1.326004	-0.278153
feet	-0.211108	-1.116716	2.820747
fell	0.148749	-0.874088	0.175072
fellow	-2.032228	-0.155062	1.100322
fellows	-0.587968	0.349300	-0.044999
fellowship	-0.061624	0.132305	-1.340844
felon	0.900809	-2.640437	-0.044999
felt	-0.093515	0.349300	0.175072
female	0.017453	1.257212	2.820747
females	-0.031595	2.250380	1.861138
feminine	-0.778214	1.789844	0.538300
fen	-2.032228	-0.155062	-2.170380
fence	-0.395133	-0.155062	2.820747
fences	-0.587968	-0.101185	1.861138
ferrari	2.287776	1.478728	2.820747
ferry	0.445416	0.006343	1.861138
fertility	0.716846	0.669604	-0.044999
festival	3.997567	2.983926	1.100322
fever	-0.140645	-1.971295	0.538300
few	-3.195724	-1.326004	-0.710102
fewer	-1.930160	-0.808232	-1.340844
fiat	-2.032228	-0.000229	-0.278153
fiber	-0.587968	0.018621	0.538300
fibers	-2.517232	0.006343	0.538300
fiction	0.010809	0.419690	-1.340844
fictional	-0.319455	0.474057	-0.710102
fidgeted	0.148749	-0.596989	-0.278153
fidgeting	0.379670	-1.506035	-0.278153
field	-0.155671	-0.000229	2.820747
fields	-0.319455	-0.372557	1.861138
fiercer	0.653476	-0.999857	-0.278153
fifteen	-0.778214	0.001518	0.538300
fifth	-0.270207	-0.025863	0.175072
fifties	-1.130421	-1.326004	1.100322
fifty	-0.549348	-0.238684	0.010639
fig	-0.778214	-0.874088	0.010639
fight	3.365654	-1.326004	2.820747
fighters	3.128999	-0.297432	1.100322
fighting	5.828508	-2.744104	1.100322
figs	-1.046833	-0.238684	0.010639
figure	-0.395133	-0.019958	0.175072
figured	0.379670	-0.101185	-0.710102
figures	-0.995083	-0.101185	-0.044999
file	-0.395133	-0.155062	0.010639
filed	0.148749	-0.238684	-0.710102
files	-0.395133	-0.155062	1.100322
filing	0.445416	-0.238684	0.010639
fill	-0.211108	-0.041802	0.175072
filled	-0.319455	-0.372557	-0.044999
filling	0.148749	0.018621	1.100322
film	0.017453	0.132305	1.100322
films	0.148749	0.669604	0.538300
final	-0.491564	-2.341412	-1.340844
finally	-3.195724	0.132305	-2.170380
finals	-0.061624	-1.586861	0.010639
finance	-1.702669	-0.297432	0.010639
financed	-0.093515	-0.008248	-0.710102
financial	-2.032228	-0.155062	-0.278153
financing	-0.778214	-0.874088	-0.710102
find	0.797123	1.257212	-0.278153
finding	1.514929	0.419690	-0.710102
findings	0.148749	0.419690	-0.044999
finds	-0.005671	0.349300	-0.710102
fine	-0.549348	0.419690	0.175072
finest	0.559548	5.096954	-0.278153
finger	-0.491564	-0.155062	2.820747
fingers	0.000544	-0.155062	2.820747
finish	0.000544	0.551470	-0.044999
finished	-0.024875	1.130121	-0.710102
finite	0.148749	-0.041802	-1.340844
fire	0.900809	0.006343	2.820747
fired	0.797123	-1.971295	0.175072
fires	1.786400	-0.081564	1.861138
firewood	-0.491564	-0.155062	2.820747
firing	0.653476	-2.115523	0.010639
firm	-0.287614	0.669604	0.175072
firmly	0.017453	0.012373	-0.278153
firms	-1.046833	-0.238684	-1.340844
first	0.900809	0.868498	-0.278153
fiscal	-0.549348	-0.041802	-2.170380
fish	0.000544	-0.155062	2.820747
fished	0.024083	0.018621	0.175072
fishing	2.734141	0.132305	1.861138
fishy	-0.211108	-1.116716	-0.044999
fist	0.337182	-1.797865	2.820747
fists	-0.061624	-0.874088	1.100322
fit	0.004722	1.789844	1.100322
fits	0.379670	-0.008248	0.010639
fitted	-0.014752	0.754725	-0.044999
fitting	0.356293	0.024694	0.010639
five	-1.046833	-0.041802	1.100322
fix	0.379670	0.132305	0.010639
fixed	0.017453	-0.155062	-0.044999
fixing	1.514929	0.006343	0.538300
flag	-1.702669	-0.999857	2.820747
flamboyant	3.637002	2.645480	-0.710102
flame	0.004722	-0.081564	1.861138
flames	0.148749	-0.372557	2.820747
flash	0.000544	-0.596989	2.820747
flashback	-0.014752	-0.019958	-0.044999
flashed	1.959874	-0.019958	0.175072
flat	-4.622537	-1.116716	2.820747
flatter	-1.437902	0.001518	-0.044999
flattering	1.232379	1.257212	-0.710102
flavor	0.716846	2.250380	-2.170380
flawed	-2.298518	-1.586861	-0.710102
fled	1.514929	-1.797865	-0.044999
flee	1.709964	-2.115523	0.538300
fleece	0.017453	0.379756	0.175072
fleeing	0.900809	-1.116716	-0.044999
fleet	-0.061624	-0.372557	0.175072
fleeting	-2.032228	-1.326004	-1.340844
flesh	-1.289890	0.012373	2.820747
flew	0.379670	0.018621	1.100322
flexibility	0.445416	0.132305	-0.044999
flexible	0.010809	0.474057	0.010639
flies	1.709964	-0.155062	1.861138
flight	1.160278	0.012373	-0.278153
flights	0.148749	-0.596989	-1.340844
flinging	3.365654	-0.999857	0.175072
flirt	3.637002	0.868498	0.538300
flirted	0.559548	0.669604	-2.170380
flirting	3.128999	0.754725	0.538300
flirts	0.148749	1.789844	0.010639
flitted	-0.211108	-0.596989	-0.710102
floating	-0.778214	-0.000229	1.100322
flock	-0.031595	-0.372557	1.100322
flood	3.997567	-1.326004	1.100322
floor	-1.380115	0.024694	1.861138
floors	-1.437902	-0.155062	0.538300
floppy	-0.211108	-1.797865	0.538300
flow	-0.061624	-0.155062	0.010639
flower	-3.876805	4.277952	2.820747
flowers	-1.130421	1.620145	2.820747
flowing	0.010809	-0.372557	0.175072
fluid	-0.778214	-0.155062	0.175072
fluids	-1.130421	0.132305	0.175072
flung	0.716846	-0.417683	0.010639
flush	0.017453	0.132305	0.010639
flute	-1.046833	-0.081564	2.820747
flutes	-0.211108	0.132305	2.820747
flux	1.160278	-0.019958	-1.340844
fly	4.310702	-0.008248	1.100322
flying	5.828508	1.478728	0.538300
foam	-2.517232	-0.081564	0.538300
focus	-0.140645	0.006343	-1.340844
focused	0.010809	0.132305	-0.710102
fog	-3.490521	-2.509878	1.100322
foggy	-4.622537	-1.326004	1.100322
foil	-0.093515	-0.808232	1.100322
folded	-0.140645	-0.596989	1.100322
foliage	-0.587968	-0.155062	0.175072
folk	-3.195724	-0.999857	-1.340844
folklore	-3.195724	-0.999857	-1.340844
folks	-1.437902	-0.155062	0.010639
follow	-0.211108	-1.797865	-0.710102
followed	-0.093515	-0.019958	-0.710102
followers	-0.491564	-2.115523	-0.278153
following	0.148749	-0.596989	-0.278153
follows	0.017453	-0.041802	-1.340844
folly	-0.549348	-1.586861	-2.170380
fond	-0.211108	0.474057	-2.170380
font	-2.127299	-0.155062	-0.710102
food	-1.702669	1.789844	1.100322
foods	-2.032228	1.620145	1.100322
fool	-0.491564	-2.115523	-0.710102
foolish	-0.491564	-0.297432	-1.340844
foot	-3.195724	-0.999857	1.861138
football	1.667130	0.030421	2.820747
for	-1.046833	-0.372557	-2.170380
forbidden	0.445416	-2.509878	-2.170380
force	4.668458	-0.238684	-0.044999
forced	5.232408	-1.326004	-0.710102
forces	1.232379	-0.297432	-1.340844
forcing	4.310702	-0.596989	-2.170380
ford	-0.587968	-0.417683	0.175072
forecast	-0.395133	-0.041802	-0.278153
foregoing	-0.211108	-0.372557	-2.170380
forehead	-3.490521	-0.372557	1.861138
foreign	-0.549348	-0.372557	-0.710102
foreign-policy	-2.032228	-0.999857	-1.340844
foreigners	0.024083	-0.417683	0.175072
foremost	-3.360064	-0.596989	-2.170380
forest	-1.702669	-0.081564	1.861138
forests	-0.615504	0.325280	1.861138
forever	-0.319455	0.132305	-2.170380
forge	-0.061624	-2.341412	-0.044999
forget	-1.508064	-1.971295	-2.170380
forgets	-1.289890	-1.797865	-2.170380
forgive	-0.778214	2.983926	-2.170380
forgiveness	-1.702669	1.026312	-2.170380
forgot	0.024083	-2.744104	-2.170380
forgotten	-0.014752	-2.640437	-2.170380
fork	-2.517232	-0.372557	2.820747
form	-1.702669	-1.797865	-0.044999
formal	-0.395133	0.006343	-0.044999
formally	-0.061624	-0.155062	-0.710102
formation	-0.319455	-2.341412	-1.340844
formed	0.000544	-0.999857	-2.170380
